ticker,roachange
MILL,Significant Decrease
MILT,Moderate Increase
MILW,Slight Increase
MIMO,Moderate Increase
MIMS,Moderate Decrease
MIN,Moderate Increase
MIND,Significant Decrease
MINF,Moderate Increase
MINI,Stable
MINL,Significant Increase
MINM,Significant Decrease
MINT,Moderate Increase
MINX,Slight Decrease
MINY,Significant Decrease
MIOA,Moderate Decrease
MIPI,Significant Decrease
MIPS,Moderate Increase
MIR,Moderate Increase
MIRA,Significant Decrease
MIRM,Significant Increase
MIRN,Slight Decrease
MIRO,Significant Decrease
MIS,Slight Decrease
MISC,Significant Increase
MISI,Moderate Decrease
MISS,Moderate Decrease
MITI,Significant Decrease
MITK,Moderate Increase
MITQ,Moderate Increase
MITY,Slight Decrease
MIVA,Moderate Decrease
MIVI,Slight Decrease
MIXS,Moderate Decrease
MIXX,Slight Decrease
MIZL,Moderate Increase
MIZR,Moderate Increase
MJCO,Slight Decrease
MJEL,Significant Increase
MJK,Moderate Increase
MJN,Moderate Decrease
MJOC,Moderate Increase
MJR,Significant Increase
MJW,Moderate Decrease
MK,Slight Increase
MKA,Moderate Decrease
MKAI,Moderate Increase
MKC,Stable
MKCO,Moderate Increase
MKE,Moderate Increase
MKEY,Significant Decrease
MKFG,Moderate Increase
MKG,Slight Increase
MKGI,Moderate Increase
MKIE,Moderate Decrease
MKIV,Significant Decrease
MKL,Moderate Increase
MKN,Slight Decrease
MKNL,Significant Increase
MKOR,Slight Decrease
MKP,Moderate Increase
MKRL,Significant Increase
MKRS,Slight Decrease
MKS,Stable
MKSI,Significant Decrease
MKSP,Slight Increase
MKT,Moderate Decrease
MKTG,Moderate Decrease
MKTO,Moderate Increase
MKTW,Moderate Decrease
MKTX,Slight Increase
MKTY,Significant Increase
ML,Significant Increase
MLA,Slight Decrease
MLAB,Slight Increase
MLAN,Moderate Increase
MLBC,Stable
MLC,Slight Decrease
MLCH,Moderate Decrease
MLD,Slight Decrease
MLE,Moderate Decrease
MLF,Slight Decrease
MLFB,Stable
MLG,Slight Decrease
MLHR,Moderate Decrease
MLI,Significant Decrease
MLIN,Significant Increase
MLIS,Significant Decrease
MLK,Moderate Decrease
MLKN,Stable
MLL,Slight Decrease
MLLC,Significant Increase
MLLE,Significant Decrease
MLM,Moderate Increase
MLMI,Significant Decrease
MLN,Moderate Decrease
MLND,Moderate Decrease
MLNK,Slight Decrease
MLNM,Slight Increase
MLNT,Significant Increase
MLOG,Significant Decrease
MLP,Significant Decrease
MLR,Moderate Increase
MLRC,Slight Decrease
MLSS,Significant Decrease
MLTC,Significant Decrease
MLTF,Stable
MLTI,Slight Decrease
MLTN,Significant Decrease
MLTX,Moderate Increase
MLVF,Slight Increase
MLW,Stable
MLWL,Moderate Decrease
MLX,Moderate Increase
MLY,Moderate Increase
MM,Moderate Decrease
MMA,Slight Decrease
MMAC,Stable
MMAN,Moderate Increase
MMBL,Moderate Increase
MMC,Stable
MMCE,Slight Decrease
MMCH,Slight Decrease
MMCI,Significant Decrease
MMCN,Significant Decrease
MMCTA,Slight Increase
MMD,Moderate Decrease
MMDI,Slight Increase
MMDM,Slight Decrease
MME,Significant Increase
MMEC,Slight Decrease
MMED,Slight Decrease
MMF,Significant Decrease
MMG,Slight Decrease
MMGC,Significant Decrease
MMGI,Slight Increase
MMGR,Significant Decrease
MMH,Moderate Increase
MMI,Significant Increase
MMIC,Significant Increase
MMII,Significant Decrease
MMIM,Moderate Increase
MMIN,Moderate Increase
MMM,Significant Decrease
MMMB,Significant Increase
MMMI,Significant Increase
MMO,Moderate Increase
MMP,Significant Decrease
MMPI,Slight Decrease
MMPT,Stable
MMR,Moderate Decrease
MMRH,Significant Decrease
MMRI,Significant Decrease
MMRN,Moderate Increase
MMRT,Moderate Increase
MMRX,Significant Decrease
MMS,Stable
MMSI,Slight Increase
MMSS,Significant Decrease
MMSY,Significant Decrease
MMTM,Significant Decrease
MMTS,Significant Increase
MMU,Moderate Increase
MMUS,Significant Decrease
MMVM,Significant Decrease
MMWW,Moderate Decrease
MMXI,Significant Increase
MMZ,Stable
MN,Moderate Increase
MNAN,Moderate Increase
MNBB,Stable
MNBT,Slight Decrease
MNC,Significant Decrease
MNCF,Slight Decrease
MNCL,Significant Increase
MNCO,Slight Decrease
MND,Significant Decrease
MNDL,Significant Increase
MNE,Significant Decrease
MNES,Moderate Decrease
MNET,Moderate Decrease
MNFT,Stable
MNG,Slight Decrease
MNGA,Significant Increase
MNH,Significant Decrease
MNI,Slight Decrease
MNKD,Significant Increase
MNLO,Significant Decrease
MNMD,Stable
MNNG,Moderate Increase
MNOV,Slight Increase
MNP,Slight Decrease
MNPI,Significant Decrease
MNPR,Significant Decrease
MNR,Slight Decrease
MNRK,Stable
MNRL,Significant Increase
MNRO,Slight Decrease
MNS,Moderate Increase
MNSB,Stable
MNST,Moderate Increase
MNT,Moderate Increase
MNTA,Significant Decrease
MNTG,Slight Decrease
MNTJ,
MNTK,Moderate Decrease
MNTL,Slight Decrease
MNTR,Moderate Decrease
MNTS,Significant Decrease
MNTV,Moderate Increase
MNTX,Moderate Increase
MNXI,Slight Decrease
MNY,Stable
MNYC,Moderate Decrease
MO,Slight Increase
MOAI,Stable
MOB,Slight Decrease
MOBE,Slight Increase
MOBI,Slight Decrease
MOBL,Slight Increase
MOBQ,Significant Increase
MOC,Stable
MOCC,Slight Decrease
MOCO,Significant Increase
MOD,Moderate Increase
MODA,Significant Decrease
MODD,Significant Increase
MODG,Stable
MODI,Moderate Increase
MODL,Moderate Increase
MODM,Significant Decrease
MODN,Slight Increase
MODT,Significant Decrease
MODV,Stable
MODX,Moderate Decrease
MOE,Slight Decrease
MOFG,Slight Decrease
MOFN,Significant Decrease
MOG,Slight Decrease
MOGB,Stable
MOGC,Significant Increase
MOGI,Slight Decrease
MOGL,Moderate Increase
MOGN,Moderate Increase
MOH,Stable
MOHK,Moderate Increase
MOIL,Slight Decrease
MOKA,Moderate Increase
MOKE,Moderate Increase
MOKG,Slight Decrease
MOL,Slight Decrease
MOLE,Moderate Increase
MOLX,Slight Decrease
MOM,Stable
MON,Slight Decrease
MOND,Significant Decrease
MONE,Moderate Decrease
MONM,Slight Decrease
MONT,Slight Decrease
MONU,Slight Increase
MONY,Significant Decrease
MOON,Slight Decrease
MOOR,Slight Increase
MOOV,Significant Decrease
MOR,Stable
MORA,Moderate Increase
MORF,Moderate Decrease
MORG,Stable
MORL,Slight Decrease
MORN,Moderate Increase
MORP,Slight Decrease
MORR,Stable
MORS,Moderate Decrease
MORW,Significant Decrease
MOS,Significant Decrease
MOSE,Moderate Increase
MOSI,Moderate Decrease
MOSK,Moderate Increase
MOSS,Slight Decrease
MOSX,Moderate Decrease
MOSY,Moderate Decrease
MOT,Slight Increase
MOTO,Moderate Decrease
MOTR,Significant Increase
MOTS,Moderate Decrease
MOTV,Significant Decrease
MOV,Moderate Decrease
MOVA,Moderate Increase
MOVE,Significant Decrease
MOVI,Moderate Increase
MOVS,Slight Decrease
MOVY,Significant Decrease
MOX,Slight Increase
MOXA,Slight Decrease
MOXB,Slight Decrease
MOXC,Significant Increase
MOXE,Slight Decrease
MOXY,Significant Increase
MOYC,Significant Decrease
MP,Significant Decrease
MPAA,Stable
MPAC,Significant Decrease
MPAI,Moderate Increase
MPB,Slight Decrease
MPC,Slight Decrease
MPDI,Significant Increase
MPE,Moderate Increase
MPET,Moderate Decrease
MPFC,Slight Decrease
MPG,Slight Decrease
MPH,Significant Decrease
MPHO,Significant Increase
MPI,Slight Decrease
MPIN,Moderate Decrease
MPL,Slight Decrease
MPLN,Slight Decrease
MPLX,Significant Increase
MPM,Significant Increase
MPML,Significant Decrease
MPN,Significant Decrease
MPO,Moderate Decrease
MPP,Significant Decrease
MPPP,Moderate Increase
MPR,Stable
MPRO,Significant Increase
MPRS,Significant Decrease
MPS,Stable
MPSG,Significant Decrease
MPSI,Moderate Increase
MPTH,Significant Decrease
MPV,Stable
MPWG,Moderate Increase
MPWR,Moderate Decrease
MPX,Stable
MPZ,Moderate Increase
MQ,Slight Decrease
MQC,Significant Decrease
MR,Moderate Decrease
MRA,Slight Decrease
MRAC,Moderate Decrease
MRAI,Significant Decrease
MRAM,Significant Decrease
MRBA,Moderate Increase
MRBK,Stable
MRBL,Slight Decrease
MRC,Moderate Increase
MRCC,Moderate Decrease
MRCF,Significant Decrease
MRCH,Moderate Decrease
MRCM,Significant Decrease
MRCO,Slight Decrease
MRCS,Moderate Increase
MRCY,Moderate Increase
MRD,Moderate Decrease
MRDN,Moderate Decrease
MRE,Slight Decrease
MREC,Moderate Increase
MRES,Significant Decrease
MRET,Slight Decrease
MRFO,Significant Increase
MRFY,Significant Decrease
MRG,Significant Decrease
MRGA,Stable
MRGE,Moderate Increase
MRGN,Significant Decrease
MRGO,Moderate Increase
MRGX,Significant Increase
MRI,Moderate Decrease
MRII,Moderate Increase
MRIM,Moderate Increase
MRIN,Significant Decrease
MRIS,Slight Decrease
MRIX,Moderate Increase
MRK,Slight Decrease
MRKR,Moderate Decrease
MRL,Significant Increase
MRLL,Moderate Decrease
MRLN,Moderate Increase
MRM,Significant Increase
MRMD,Significant Increase
MRMT,Moderate Increase
MRN,Slight Decrease
MRNA,Significant Decrease
MRNC,Slight Decrease
MRNR,Slight Increase
MRNS,Significant Increase
MRO,Moderate Decrease
MROC,Slight Decrease
MROE,Slight Decrease
MROI,Moderate Increase
MRP,Moderate Increase
MRRW,Moderate Increase
MRS,Moderate Increase
MRSA,Moderate Decrease
MRSC,Significant Decrease
MRSI,Significant Decrease
MRSN,Significant Increase
MRT,Moderate Increase
MRTA,Moderate Decrease
MRTK,Moderate Decrease
MRTN,Moderate Decrease
MRTX,Significant Decrease
MRV,Moderate Decrease
MRVC,Slight Decrease
MRVI,Significant Decrease
MRVL,Moderate Decrease
MRVN,Significant Increase
MRVT,Significant Decrease
MRX,Moderate Decrease
MRY,Slight Decrease
MRYP,Slight Decrease
MS,Slight Increase
MSA,Significant Increase
MSAI,Stable
MSAM,Stable
MSBB,Stable
MSBC,Slight Decrease
MSBF,Slight Decrease
MSBI,Stable
MSBK,Slight Decrease
MSC,Moderate Decrease
MSCA,Moderate Decrease
MSCC,Moderate Increase
MSCI,Moderate Increase
MSCM,Significant Increase
MSCO,Significant Decrease
MSCS,Moderate Increase
MSCX,Slight Decrease
MSDX,Slight Decrease
MSEA,Stable
MSEL,Moderate Increase
MSER,Significant Decrease
MSEX,Stable
MSF,Moderate Increase
MSFG,Stable
MSFI,Significant Decrease
MSFT,Stable
MSG,Moderate Decrease
MSGE,Moderate Increase
MSGI,Significant Increase
MSGM,Significant Decrease
MSGN,Slight Increase
MSGS,Slight Increase
MSHK,Moderate Decrease
MSHL,Significant Decrease
MSI,Moderate Increase
MSID,Moderate Increase
MSIE,Slight Decrease
MSII,Stable
MSIL,Significant Decrease
MSIX,Slight Increase
MSIZ,Significant Decrease
MSL,Slight Decrease
MSLD,Moderate Decrease
MSLV,Moderate Increase
MSM,Stable
MSMD,Moderate Decrease
MSN,Moderate Increase
MSNS,Moderate Decrease
MSO,Moderate Increase
MSOF,Significant Increase
MSON,Significant Decrease
MSP,Slight Decrease
MSPD,Significant Increase
MSPG,Moderate Decrease
MSPO,Moderate Increase
MSPR,Significant Increase
MSR,Slight Decrease
MSRR,Slight Increase
MSRX,Slight Increase
MSS,Significant Decrease
MSSI,Significant Decrease
MSSN,Moderate Increase
MSSR,Stable
MSST,Moderate Increase
MST,Slight Decrease
MSTG,Slight Increase
MSTR,Slight Decrease
MSTX,Significant Decrease
MSU,Slight Decrease
MSV,Slight Decrease
MSVB,Stable
MSX,Slight Decrease
MSY,Moderate Decrease
MSYS,Significant Decrease
MTB,Stable
MTBC,Stable
MTBN,Moderate Increase
MTBS,Stable
MTC,Significant Increase
MTCC,Significant Increase
MTCH,Moderate Decrease
MTCI,Significant Decrease
MTCR,Moderate Increase
MTCT,Slight Decrease
MTD,Slight Increase
MTDR,Significant Decrease
MTE,Moderate Increase
MTEC,Significant Increase
MTEK,Moderate Increase
MTEL,Moderate Increase
MTEM,Significant Increase
MTEX,Significant Decrease
MTG,Slight Decrease
MTH,Moderate Decrease
MTHA,Stable
MTI,Moderate Decrease
MTIC,Moderate Decrease
MTIK,Moderate Increase
MTIN,Significant Increase
MTIX,Significant Increase
MTL,Slight Decrease
MTLG,Slight Increase
MTLI,Slight Increase
MTLM,Moderate Increase
MTLR,Significant Increase
MTLS,Significant Increase
MTLX,Slight Decrease
MTM,Moderate Increase
MTMC,Moderate Decrease
MTMD,Slight Decrease
MTMI,Moderate Increase
MTML,Moderate Decrease
MTMS,Moderate Decrease
MTN,Slight Decrease
MTNA,Significant Increase
MTNB,Significant Decrease
MTNT,Moderate Increase
MTO,Slight Increase
MTOR,Slight Increase
MTOX,Moderate Increase
MTP,Slight Decrease
MTR,Moderate Decrease
MTRA,Moderate Decrease
MTRC,Stable
MTRM,Significant Decrease
MTRN,Stable
MTRS,Stable
MTRX,Significant Increase
MTSC,Slight Decrease
MTSI,Moderate Decrease
MTSN,Significant Decrease
MTSR,Significant Increase
MTST,Moderate Decrease
MTTL,Significant Increase
MTTR,Moderate Increase
MTW,Moderate Increase
MTWN,Slight Decrease
MTWO,Moderate Decrease
MTWV,Significant Increase
MTX,Slight Decrease
MTXC,Slight Decrease
MTXI,Moderate Increase
MTXX,Significant Decrease
MTY,Moderate Increase
MTZ,Slight Decrease
MTZM,Significant Decrease
MU,Significant Decrease
MUDS,Slight Decrease
MUEI,Significant Decrease
MUEL,Moderate Increase
MUI,Moderate Decrease
MUL,Slight Decrease
MULT,Significant Increase
MUN,Moderate Decrease
MUNI,Significant Increase
MUR,Slight Decrease
MUS,Moderate Decrease
MUSA,Moderate Decrease
MUSE,Slight Decrease
MUST,Moderate Increase
MUTO,Moderate Decrease
MUX,Moderate Decrease
MUZE,Significant Decrease
MV,Slight Increase
MVAC,Significant Increase
MVAI,Slight Decrease
MVAL,Moderate Increase
MVAT,Significant Increase
MVBF,Stable
MVBI,Stable
MVCO,Slight Increase
MVE,Moderate Decrease
MVG,Significant Increase
MVIC,Slight Decrease
MVII,Slight Increase
MVIS,Significant Decrease
MVK,Slight Increase
MVL,Moderate Increase
MVNR,Moderate Decrease
MVS,Moderate Decrease
MVSI,Slight Decrease
MVSN,Slight Decrease
MVST,Moderate Increase
MVW,Stable
MW,Moderate Decrease
MWA,Stable
MWAR,Moderate Increase
MWAV,Significant Increase
MWB,Significant Increase
MWBI,Slight Decrease
MWBX,Stable
MWCH,Moderate Decrease
MWD,Stable
MWDS,Significant Decrease
MWFD,Slight Decrease
MWGP,Moderate Decrease
MWH,Moderate Decrease
MWHS,Moderate Increase
MWHX,Significant Decrease
MWI,Significant Decrease
MWIV,Slight Decrease
MWK,Significant Increase
MWL,Moderate Increase
MWO,Moderate Increase
MWP,Moderate Decrease
MWR,Slight Decrease
MWRI,
MWRK,Moderate Decrease
MWSI,Significant Increase
MWSS,Moderate Decrease
MWST,Significant Increase
MWT,Slight Decrease
MWV,Moderate Increase
MWW,Moderate Increase
MWY,Significant Decrease
MX,Significant Decrease
MXB,Slight Increase
MXC,Significant Decrease
MXCT,Moderate Decrease
MXG,Significant Decrease
MXIM,Moderate Increase
MXIS,Significant Decrease
MXL,Significant Decrease
MXO,Slight Increase
MXP,Moderate Increase
MXPT,Significant Increase
MXR,Significant Decrease
MXS,Moderate Decrease
MXSV,Significant Increase
MXT,Moderate Increase
MXTR,Moderate Increase
MXWL,Moderate Decrease
MXXM,Significant Increase
MXXX,Significant Decrease
MYCC,Stable
MYCO,Moderate Decrease
MYE,Slight Decrease
MYES,Moderate Decrease
MYFR,Moderate Decrease
MYFW,Slight Decrease
MYG,Moderate Decrease
MYGN,Slight Decrease
MYK,Stable
MYLX,Moderate Increase
MYMD,Moderate Decrease
MYND,Significant Increase
MYO,Slight Decrease
MYOG,Significant Increase
MYOK,Significant Decrease
MYOS,Significant Increase
MYOT,Significant Increase
MYPS,Moderate Increase
MYPT,Significant Increase
MYR,Moderate Increase
MYRG,Slight Decrease
MYRX,Moderate Increase
MYST,Slight Decrease
MYSW,Significant Increase
MYSZ,Moderate Increase
MYTK,Slight Decrease
MZ,Slight Increase
MZLU,Slight Decrease
MZON,Significant Increase
MZT,Significant Decrease
N,Slight Increase
NA,Slight Increase
NAB,Stable
NABC,Moderate Decrease
NABL,Slight Increase
NAC,Slight Decrease
NACS,Slight Increase
NACT,Stable
NADX,Stable
NAF,Slight Decrease
NAFC,Moderate Decrease
NAFD,Moderate Decrease
NAFI,Significant Decrease
NAH,Significant Decrease
NAHC,Moderate Decrease
NAHL,Significant Decrease
NAI,Slight Decrease
NAIG,Slight Decrease
NAII,Moderate Decrease
NAKD,Significant Increase
NAL,Stable
NALF,Significant Decrease
NALR,Significant Decrease
NAME,Slight Decrease
NAMG,Slight Decrease
NAMS,Moderate Decrease
NANO,Moderate Decrease
NANX,Moderate Decrease
NAO,Stable
NAOV,Significant Decrease
NAP,Stable
NAPA,Stable
NAPE,Slight Decrease
NAPS,Moderate Increase
NAR,Significant Decrease
NARA,Moderate Increase
NARI,Moderate Increase
NAS,Slight Decrease
NASB,Slight Decrease
NASC,Moderate Increase
NASI,Significant Decrease
NATA,Moderate Increase
NATC,Slight Decrease
NATG,Slight Decrease
NATH,Moderate Decrease
NATI,Moderate Increase
NATL,Slight Decrease
NATM,Moderate Increase
NATO,Moderate Increase
NATR,Stable
NATS,Moderate Increase
NATU,Moderate Increase
NATW,Slight Decrease
NAUG,Slight Decrease
NAUH,Moderate Decrease
NAUT,Significant Increase
NAV,Slight Decrease
NAVA,Moderate Increase
NAVB,Significant Increase
NAVG,Slight Decrease
NAVI,Moderate Increase
NAWC,Slight Decrease
NAWE,Significant Decrease
NAX,Significant Increase
NB,Significant Decrease
NBAK,Stable
NBAN,Slight Decrease
NBB,Slight Increase
NBBC,Slight Decrease
NBCB,Stable
NBCC,
NBCI,Moderate Increase
NBCP,Stable
NBD,Stable
NBE,Significant Decrease
NBEL,Slight Decrease
NBEV,Significant Increase
NBF,Moderate Increase
NBHC,Stable
NBI,Moderate Increase
NBIC,Slight Increase
NBII,Moderate Decrease
NBIX,Moderate Increase
NBL,Significant Decrease
NBN,Slight Decrease
NBO,Moderate Decrease
NBOC,Slight Decrease
NBR,Stable
NBRY,Slight Increase
NBS,Significant Increase
NBSC,Moderate Decrease
NBSE,Significant Decrease
NBSI,Slight Decrease
NBT,Stable
NBTB,Slight Decrease
NBTF,Stable
NBTY,Stable
NBY,Moderate Decrease
NBYP,Significant Decrease
NC,Moderate Decrease
NCA,Slight Decrease
NCAC,Significant Increase
NCB,Stable
NCBC,Slight Decrease
NCBE,Slight Decrease
NCBH,Slight Decrease
NCBM,Slight Decrease
NCBR,Slight Decrease
NCBS,Slight Decrease
NCC,Slight Decrease
NCCI,Significant Increase
NCCO,Moderate Decrease
NCDI,Significant Decrease
NCE,Stable
NCEB,Moderate Increase
NCEH,Slight Decrease
NCEL,Moderate Decrease
NCEM,Stable
NCEN,Moderate Decrease
NCES,Moderate Increase
NCF,Slight Decrease
NCFC,Slight Increase
NCFT,Moderate Increase
NCG,Slight Decrease
NCH,Slight Increase
NCI,Slight Increase
NCIS,Significant Decrease
NCIT,Slight Increase
NCLB,Slight Decrease
NCLI,Significant Decrease
NCMI,Stable
NCNB,Stable
NCNG,Moderate Increase
NCNO,Moderate Increase
NCNT,Significant Increase
NCNX,Moderate Decrease
NCOC,Slight Decrease
NCOG,Slight Decrease
NCOL,Moderate Increase
NCOM,Slight Decrease
NCON,Significant Decrease
NCPL,Stable
NCPM,Slight Decrease
NCR,Moderate Increase
NCRA,Significant Increase
NCRI,Slight Decrease
NCRX,Moderate Increase
NCS,Moderate Increase
NCSI,Moderate Decrease
NCSM,Slight Increase
NCSS,Moderate Decrease
NCST,Slight Increase
NCTI,Significant Decrease
NCTY,Slight Decrease
NDAQ,Slight Decrease
NDB,Slight Decrease
NDC,Stable
NDCO,Moderate Decrease
NDE,Slight Decrease
NDI,Moderate Decrease
NDLP,Significant Decrease
NDLS,Moderate Increase
NDN,Stable
NDR,Moderate Decrease
NDRA,Significant Decrease
NDSN,Stable
NDTA,Moderate Increase
NE,Moderate Increase
NEA,Moderate Decrease
NEB,Significant Decrease
NEBC,Moderate Decrease
NEBK,Slight Decrease
NEBS,Moderate Increase
NEBU,Slight Decrease
NEC,Significant Increase
NECB,Slight Increase
NECC,Stable
NECT,Slight Decrease
NED,Moderate Decrease
NEDI,Moderate Decrease
NEE,Moderate Increase
NEEC,Moderate Increase
NEFF,Stable
NEG,Moderate Decrease
NEI,Stable
NEIB,Slight Decrease
NEIC,Stable
NEIP,Significant Decrease
NEL,Moderate Decrease
NELL,Moderate Increase
NELM,Moderate Decrease
NELR,Slight Decrease
NEM,Slight Decrease
NENG,Moderate Increase
NENT,Significant Increase
NENV,Significant Decrease
NEO,Moderate Increase
NEOF,Moderate Increase
NEOG,Moderate Decrease
NEOL,Significant Decrease
NEOM,Significant Decrease
NEON,Moderate Increase
NEOP,Significant Decrease
NEOS,Moderate Increase
NEOT,Significant Decrease
NEOV,Significant Increase
NEOZ,Significant Increase
NEP,Significant Decrease
NEPF,Stable
NEPH,Significant Increase
NER,Moderate Decrease
NERV,Slight Decrease
NERX,Significant Decrease
NES,Moderate Decrease
NESC,Significant Decrease
NEST,Significant Increase
NESY,Moderate Increase
NET,Slight Increase
NETA,Moderate Increase
NETC,Moderate Increase
NETE,Slight Decrease
NETF,Significant Decrease
NETG,Significant Increase
NETK,Significant Decrease
NETL,Stable
NETM,Significant Increase
NETN,Moderate Increase
NETO,Significant Decrease
NETR,Significant Increase
NETT,Significant Decrease
NETVA,Significant Decrease
NETW,Significant Decrease
NETX,Moderate Increase
NETZ,Moderate Increase
NEU,Moderate Increase
NEUH,Slight Increase
NEV,Slight Decrease
NEW,Moderate Increase
NEWB,Slight Decrease
NEWC,Slight Increase
